"FACILITYID","BUSINESS_NAME","ADDR","CITY","CATEGORY","SUBCATEGORY"
"13B5B5E6-F194-454A-A4FD-1839D0E269E7","DEARBORN RESTAURANT","12 - 105 LEXINGTON RD","WATERLOO","Food, General","Restaurant"
"08E63FE8-1856-4786-960F-1931FA939A68","ENNIO'S PASTA HOUSE LTD.","655 FAIRWAY RD S","KITCHENER","Food, General","Restaurant"
"0DD786DA-FFEB-452A-9EE7-1A389FC9FFF4","CHINA LEGEND","9 - 160 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"FC9038E2-16A4-4705-8D10-1A4B33DD571C","RED GINGER MODERN THAI + VIET CUISINE","4 - 465 HIGHLAND RD W","KITCHENER","Food, General","Restaurant"
"22CA9E11-1AC0-49BC-A505-1A5A259233A4","SYMPOSIUM CAFE","D - 500 CAN AMERA PKY","CAMBRIDGE","Food, General","Restaurant"
"9352AE42-827F-4CE9-BDBD-1A5E36C09EE6","BAR BURRITO FRESH MEXICAN GRILL","3 - 205 THE BOARDWALK","KITCHENER","Food, General","Restaurant"
"7DEACD3B-4ABD-45DE-970D-1A66AAF18D75","BBT","36 - 170 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"9B244034-6A1F-444C-ABC6-1ADAAEDC05C0","THE CHINA BOWL","5 - 258 KING ST N","waterloo","Food, General","Restaurant"
"3A3E2624-2297-4B03-A06C-1AEAB7D46056","GOLF'S STEAK HOUSE","598 LANCASTER ST W","KITCHENER","Food, General","Restaurant"
"2965BD0D-E2E8-44C5-9C55-1B2191167324","RIVERSIDE FISH HUT","B - 157 KING ST W","CAMBRIDGE","Food, General","Restaurant"
"C429642D-E2FE-4088-A9F5-1B4FBC47585E","SHOELESS JOE'S","253 KING ST N","WATERLOO","Food, General","Restaurant"
"AFB7541E-1F35-4A3C-8002-1B6960758B5A","BOBBY O'BRIENS","125 KING ST W","KITCHENER","Food, General","Restaurant"
"89A4B1D7-6F82-45B5-915D-1B74446DAF45","SOUTH STREET BURGER","B-19 - 1400 OTTAWA ST S","KITCHENER","Food, General","Restaurant"
"BCF1C058-B321-45AC-B21C-1BABFB424F2D","126 CHINESE RESTAURANT","2922 KING ST EST","KITCHENER","Food, General","Restaurant"
"3BF74F40-023A-4EFE-83D9-1C8C4BDA1F6F","CONCORDIA CLUB","429 OTTAWA ST S","KITCHENER","Food, General","Restaurant"
"AD5DF2B9-34AC-449E-8984-1CAD8BD3D442","CONESTOGA STUDENT SERVICES INCORPORATED(PITA PIT)","299 DOON VALLEY DR","KITCHENER","Food, General","Restaurant"
"3C1DB325-CEF6-48AD-80A6-1CCF91D79CEF","SILVER CHINA RESTAURANT","79 ELGIN ST N","CAMBRIDGE","Food, General","Restaurant"
"E542F806-5B9D-47D3-9A9B-1D0F7C6FD65A","PIZZA HEAVEN","9 - 585 WEBER ST N","WATERLOO","Food, General","Restaurant"
"51AE50FD-B3CF-4DA2-ABA2-1D48052ABA91","COFFEE TIME","2351 FISCHER-HALLMAN RD","NORTH DUMFRIES","Food, General","Restaurant"
"446BAE7C-3DD1-4CB8-B840-1D51A58201FA","CAMPUS PIZZA","2 - 160 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"E3B9004D-326B-48CB-AD41-1DB76F3BEC17","THE BERLIN","45 KING ST W","KITCHENER","Food, General","Restaurant"
"554D68D4-90C7-45E8-84D2-1DC2823D143C","PITA PIT","12 - 250 DUNDAS ST S","CAMBRIDGE","Food, General","Restaurant"
"462C5758-0A72-4DEA-9429-1DF8896A56F7","BLUE MOON HOTEL (RESTAURANT)","1677 SNYDER'S RD E","PETERSBURG","Food, General","Restaurant"
"5809E5EA-D7DB-4BE7-9B1F-1E1D881EDB8D","EXCLAMATION RESTAURANT","58 FREDERICK ST","KITCHENER","Food, General","Restaurant"
"B2EFA402-E488-4390-9FE7-1E3F9FE6E8E4","PALM PIZZA","6 - 112 ORIOLE PKY","ELMIRA","Food, General","Restaurant"
"BC5A8138-9AB1-436A-B9D7-1E469C1F996A","DOUBLE TASTE SHAWARMA","1077 WEBER ST E","KITCHENER","Food, General","Restaurant"
"EEB2C2DF-8203-4CE4-98BA-1E4F355C4417","MANGO KING","1 - 2480 HOMER WATSON BLVD","KITCHENER","Food, General","Restaurant"
"9A23CDB7-6E0D-4E4A-9A21-1E83484BF43C","MR. SUB","1500 WEBER ST E","KITCHENER","Food, General","Restaurant"
"906AC351-A122-4383-A089-1EAE5FF579EF","GINO'S PIZZA","94 BRIDGEPORT RD E","WATERLOO","Food, General","Restaurant"
"50D72384-7F5A-48DF-BFA0-1F1143F4B87B","JACK BURGER PUB","45 DUKE ST W","KITCHENER","Food, General","Restaurant"
"3CF116E5-4849-4A0A-994E-1F445D3BF473","THE GRILL","22 - 160 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"705FB5E8-CE5B-4190-91CC-1F9472001D5D","SONNY'S DRIVE IN","256 WEBER ST N","WATERLOO","Food, General","Restaurant"
"AC36DFE5-A299-403B-BEAF-1F9EE670C6B6","OSCAR'S FAMILY RESTAURANT","835 VICTORIA ST N","KITCHENER","Food, General","Restaurant"
"C295B957-A9C2-49BA-B01B-1FE3FE05F013","CRABBY JOE'S TAP & GRILL","65 UNIVERSITY AVE E","WATERLOO","Food, General","Restaurant"
"33923770-7AE0-426A-A470-203C3E5231AC","GENESIS SPANISH RESTAURANT","246 KING ST E","CAMBRIDGE","Food, General","Restaurant"
"0DCAFBBD-2228-48F7-9B1A-209EA700E1A0","MCDONALD'S","362 KING ST N","WATERLOO","Food, General","Restaurant"
"B5687239-605D-4E81-B034-20EAB7109449","Q BBQ PUBLIC HOUSE","164 BEVERLY ST","CAMBRIDGE","Food, General","Restaurant"
"DB4FAEEC-A248-4263-BDAA-210D2BDA875B","FAST EDDIE'S","688 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"82532105-C7B9-44BE-B2FF-216AF7351DB8","KAVA CAFE & EATERY","24 GAUKEL ST","KITCHENER","Food, General","Restaurant"
"DFDD9FD0-2D40-40C1-A762-216FC2B609D9","TIM HORTONS","1011 NORTHUMBERLAND ST","North Dumfries","Food, General","Restaurant"
"037A0243-6896-4E71-881A-21E9104FE438","SUBWAY","100 JAMIESON PKY","CAMBRIDGE","Food, General","Restaurant"
"ED2CEBDC-09CB-4E8F-ACAD-21F4E0F8C58C","ST. JEROME'S COLLEGE - THE FUNCKEN CAFE","290 WESTMOUNT RD N","WATERLOO","Food, General","Restaurant"
"65679DFE-B40F-4E5B-8374-22201F3C4EBF","INDULGE","10 QUEEN ST E","CAMBRIDGE","Food, General","Restaurant"
"0FE350DE-D400-4AF7-8D99-2291A7DCF901","NISHA'S KITCHEN","12 - 200 LORRAINE AVE","KITCHENER","Food, General","Restaurant"
"E2D6727B-07BC-4471-B849-22B67B80D14E","AMICI","30 GLAMIS RD","CAMBRIDGE","Food, General","Restaurant"
"8D1E9978-AB79-4FBD-B092-22FB426C1E36","LEVETTO","105 OAK PARK DR","WATERLOO","Food, General","Restaurant"
"9CB7E64A-0A29-48A2-8344-230B2E066EDE","MIST RESTAURANT & CAFE","G - 220 KING ST N","WATERLOO","Food, General","Restaurant"
"AF30AE3B-42E9-49F6-853E-230CEEBC0A3C","CHUBB-N-CHECKER","504 DUNDAS ST N","CAMBRIDGE","Food, General","Restaurant"
"D83B276C-333C-43CF-A48A-234760E445EF","LA CASBAH","47 SCOTT ST","KITCHENER","Food, General","Restaurant"
"CC3212B9-4438-43CA-B804-2364B2F91EB5","BEST WESTERN","730 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"4A287FB6-0C24-48F9-9713-236E278E2154","CRAZY CANUCK","845 WEBER ST N","WOOLWICH","Food, General","Restaurant"
"D5207ECE-8720-47B6-90E5-23A4A62760A2","PAPOU'S PLACE","73 CEDAR ST","CAMBRIDGE","Food, General","Restaurant"
"A6A35686-0CCF-4E34-8517-23A4B55B9DF4","NEW ORLEANS PIZZA","540 WESTFOREST TRAIL","KITCHENER","Food, General","Restaurant"
"E70EE317-011A-4F08-84E2-23B5923ABFB3","MCDONALD'S","2430 HOMER WATSON BLVD","KITCHENER","Food, General","Restaurant"
"7848963E-9A5D-4DC2-B182-23C7CCFC20A9","SUBWAY","6 - 900 FAIRWAY CRES","KITCHENER","Food, General","Restaurant"
"E12090DB-B57E-4825-92F0-23C9C572E184","JACOB'S GRILL","1398 KING ST N","ST. JACOBS","Food, General","Restaurant"
"5B1B48DE-987F-4EB0-AB78-23F04B4D0AB0","BOGDA RESTAURANT","B-103 - 62 BALSAM ST","WATERLOO","Food, General","Restaurant"
"E8C94472-CE42-4B0A-B6DB-23F868022072","BURGER KING","561 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"7FF5F685-1082-448D-92C2-245EF449C298","BLACK BADGER, THE","55 WATER ST N","CAMBRIDGE","Food, General","Restaurant"
"63F0F5EE-FD15-43BC-A507-246B96CE2966","BERLIN BICYCLE CAFE","701 BELMONT AVE W","KITCHENER","Food, General","Restaurant"
"E0FECAEB-B20A-4984-86DE-248F683DB1C7","GAMES ON TAP","3 - 321 WEBER ST N","WATERLOO","Food, General","Restaurant"
"BF95C0BB-D3C7-49D7-BBB8-24C5F3214DD8","BARNACLE BILL'S","47 GRAND AVE S","CAMBRIDGE","Food, General","Restaurant"
"AE6A2DA0-F0C0-4F0E-BB89-24CBEA0B5AD0","STARBUCKS COFFEE #4733","95 KING ST S","WATERLOO","Food, General","Restaurant"
"B424B65F-83A2-4CE3-B4B9-252E29A8C6FB","COUNTRY GARDENS SNACK BAR","1335 WITMER RD","WILMOT","Food, General","Restaurant"
"9D4A6661-AAEE-46A7-8865-253C331AE335","LEVETTO","7 - 18 SNYDER'S RD W","BADEN","Food, General","Restaurant"
"234A4E02-401F-4854-81E1-253DB310041F","PIZZA PIZZA","35 - 200 FRANKLIN BLVD","CAMBRIDGE","Food, General","Restaurant"
"D5380906-B25D-4AED-A565-256DA035C5B8","LONE STAR TEXAS GRILL","38 PINEBUSH RD","CAMBRIDGE","Food, General","Restaurant"
"972E55B2-E178-401C-81A6-25B704904F8A","SUBWAY","324 HIGHLAND RD W","KITCHENER","Food, General","Restaurant"
"24501C6F-5C3C-41C7-A19B-26233FD63EDF","VIJAY'S RESTAURANT","380 WEBER ST W","KITCHENER","Food, General","Restaurant"
"2AA77AF6-2592-4C9D-BB60-268F5137C09F","POPEYE'S LOUISIANA KITCHEN","85 UNIVERSITY AVE","WATERLOO","Food, General","Restaurant"
"D1708F66-7C3B-4748-9CC8-26B6DDD6B6D9","UW - PASTRY PLUS (TC)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"19A2560E-368D-4B1C-A42B-278466151236","ENNIO'S PASTA HOUSE","384 KING ST N","WATERLOO","Food, General","Restaurant"
"C1472B0A-E4FA-49DC-BE56-2823A78B69B7","GEORGE'S RESTAURANT","25 WATER ST N","CAMBRIDGE","Food, General","Restaurant"
"8DFCD8BB-0417-4DD1-AB11-285A010FFF9C","DAILY GRILL, THE","7 - 615 DAVENPORT RD","WATERLOO","Food, General","Restaurant"
"9570DB75-ED4F-40D6-BCAA-287E968588A4","DEATH VALLEY'S LITTLE BROTHER","B - 84 KING ST N","WATERLOO","Food, General","Restaurant"
"3C87611E-8CCD-4932-A0F4-288E23614BDF","PIZZA PIZZA","123 PIONEER DR","KITCHENER","Food, General","Restaurant"
"E347EF32-F93C-4FC4-AECF-28998522B33A","KELSEY'S","1440 OTTAWA ST S","KITCHENER","Food, General","Restaurant"
"2494799C-8BBC-4E24-9E55-28FE97B2E660","NEW ORLEANS PIZZA","25 INDUSTRIAL DR","ELMIRA","Food, General","Restaurant"
"9F09E02B-6167-4596-A732-297B7E054A8C","KING STREET TRIO UPTOWN","40 KING ST S","WATERLOO","Food, General","Restaurant"
"C51F5D39-DE3F-46AC-B6E4-29A3B6E58156","MR. SUB","550 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"F8BCFD35-C3E4-4396-AB64-29C1E449F857","DIWAN RESTAURANT","9,10,11 - 1001 LANGS DR","CAMBRIDGE","Food, General","Restaurant"
"D6787ED1-0918-4E64-91B6-2A20C0E585FC","TIM HORTONS","354 HIGHLAND RD W","KITCHENER","Food, General","Restaurant"
"10F10514-9DDE-444E-BD9D-2A2F66B0B55C","KEN SUSHI","256 PHILLIP ST","WATERLOO","Food, General","Restaurant"
"2E858166-B8AE-4573-9126-2AB71BDC60AE","TIM HORTONS","305 ARTHUR ST S","ELMIRA","Food, General","Restaurant"
"8A4F3EE8-B8A5-4801-A57A-2B05FB492EF2","COFFEE CULTURE","1 - 215 THE BOARDWALK","KITCHENER","Food, General","Restaurant"
"59F57AC5-7712-4DF1-B98F-2B12B8D09B87","TIM HORTONS","34 SNYDER'S RD W","BADEN","Food, General","Restaurant"
"5722EB98-438C-4669-8056-2B45433189A6","SWISS CHALET","506 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"BE2F5272-47E2-4DA2-AA78-2B686E086F93","OBIE'S BAR & GRILLE","6A - 209 PINEBUSH RD","CAMBRIDGE","Food, General","Restaurant"
"D3D497FA-BF7F-469B-BDBF-2B6D359D50DA","SAKURA ISLAND JAPANESE & KOREAN RESTAURANT","11 - 255 KING ST N","WATERLOO","Food, General","Restaurant"
"5C20AD6B-CE17-4AD7-B72B-2B79D56C042A","REBEL CREEK GOLF CLUB","1517 SNYDER'S RD E","WILMOT","Food, General","Restaurant"
"9D1DE584-A0DE-4EA0-A8A3-2B8E0531B6AB","ANGIE'S KITCHEN","1761 ERB'S RD W","ST. AGATHA","Food, General","Restaurant"
"48F2CE2D-9262-4D44-A73F-2BAF0B44ECCF","TEREMOK CAFE","107 - 55 ERB ST E","WATERLOO","Food, General","Restaurant"
"3CF241A5-3A31-40BF-98B3-2BD71FE663F0","WLU - PIZZA PIZZA (TERRACE)","75 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"F039400D-9AD7-4D9F-B890-2BDA2184B45E","DOMINO'S PIZZA","3B - 800 FRANKLIN BLVD","CAMBRIDGE","Food, General","Restaurant"
"F4CF72EC-E4B6-414D-8432-2BED5A540077","TIM HORTONS","A - 95 SAGINAW PKY","CAMBRIDGE","Food, General","Restaurant"
"9B3131D0-FEC5-4A08-8804-2C0C42DD8D2F","DAVENPORT PIZZA","5 - 615 DAVENPORT RD","WATERLOO","Food, General","Restaurant"
"D3E65BE3-9F1D-455C-8438-2C2EF3819492","LION BREWERY (HUETHER HOTEL)","59 KING ST N","WATERLOO","Food, General","Restaurant"
"9E1ADAB8-684A-41BF-97CF-2C80C8B902B1","HARVEST MOON FAMILY RESTAURANT","5 PARKSIDE DR","ST. JACOBS","Food, General","Restaurant"
"2FB2F1A1-4683-479D-8516-2CC2147E63E8","WILLIAM G. JOHNSON SNACK BAR","31 KRIBS ST","CAMBRIDGE","Food, General","Restaurant"
"AC0D20CB-9615-4463-BC6A-2CF143B598A5","BELISA PIZZA AND SUBS","5 - 76 WOOLWICH ST N","Breslau","Food, General","Restaurant"
"A1C4ACA7-6227-4C98-8049-2D01BFA4B7CB","KENZO JAPANESE NOODLEHOUSE","6A - 140 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"0B5ABFBA-64FD-4B34-B032-2D2AB7D9A7CF","SAVANNAH GOLF LINKS","1206 CHEESE FACTORY RD","NORTH DUMFRIES","Food, General","Restaurant"
"F2CCCAD2-C6BD-4C0B-B74B-2DCB3872FB51","J.C. ROYAL THAI CUISINE","11 - 100 JAMIESON PKY","CAMBRIDGE","Food, General","Restaurant"
"E8060B49-D3F5-4421-9FC1-2E564D4CB41B","KEG STEAKHOUSE AND BAR, THE","42 NORTHFIELD DR E","WATERLOO","Food, General","Restaurant"
"93FF21C4-98EB-44DB-A784-2E9AA8CA13C4","NEW YORK FRIES","550 KING ST N","WATERLOO","Food, General","Restaurant"
"7731C819-F34C-4857-85AC-2EACCE900474","KFC","391 WEBER ST N","WATERLOO","Food, General","Restaurant"
"3D68786F-94F2-47DC-9570-2EDCC74CFC38","DRAGON CITY CHINESE RESTAURANT","5 - 970 FRANKLIN BLVD","CAMBRIDGE","Food, General","Restaurant"
"76609A37-83DA-49A4-B62E-2F08F4AD9CBB","HOT STAR LARGE FRIED CHICKEN","10 - 255 KING ST N","WATERLOO","Food, General","Restaurant"
"0FD305E9-876B-42DB-B12E-2F5F0066F86C","SUBWAY","425 UNIVERSITY AVE E","WATERLOO","Food, General","Restaurant"
"AE9F73D2-42B7-4C77-B873-2F78A255AA15","DESCENDANTS BEER & BEVERAGE LTD","319 VICTORIA ST N","KITCHENER","Food, General","Restaurant"
"1F6C5DD1-2D83-472C-A512-2F8FB23C137D","PITA PIT","2 - 4336 KING ST E","KITCHENER","Food, General","Restaurant"
"2888D678-2319-4A70-8EEB-2FC5793D4D1C","TIM HORTONS","301 WATER ST S","CAMBRIDGE","Food, General","Restaurant"
"1746C77E-8E59-4C3D-B725-301497C33EE7","PITA PIT","3 - 589 FAIRWAY RD S","KITCHENER","Food, General","Restaurant"
"9CBD1E3E-96E5-4ABC-B160-302E32A9EE7D","GILT RESTAURANT BAR AND LOUNGE","102 - 305 KING ST W","KITCHENER","Food, General","Restaurant"
"EA642860-FFB6-4ED7-8293-30364C18DE87","CHARCOAL STEAKHOUSE/ MARTINI'S RESTAURANT","2980 KING ST E","KITCHENER","Food, General","Restaurant"
"FC98A5DC-8FEA-4B3F-96C4-3055BACCA35B","SOWON RESTAURANT","3 - 150 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"78CB9535-3CF0-48FF-96F6-309DB7E4C580","KINGS BUFFET","16 - 509 WILSON AVE","KITCHENER","Food, General","Restaurant"
"E5EF7EF3-767B-44E2-B189-315BCD6AE896","UNI-WOK","1C - 247 KING ST N","WATERLOO","Food, General","Restaurant"
"62110A3A-771B-4A4A-B6B5-3192070D905B","IVEY'S RESTAURANT","18 WELLINGTON ST","CAMBRIDGE","Food, General","Restaurant"
"728DB6BB-4CC9-459B-8B8C-31C3F46B9069","WENDY'S HAMBURGERS","350 WESTMOUNT RD W","KITCHENER","Food, General","Restaurant"
"01AF5F25-8491-470E-A96E-31D1909CACEE","TIMOTHY'S COFFEE","H11 - 550 KING ST N","WATERLOO","Food, General","Restaurant"
"F7F53D2F-17E3-43E0-BC94-321281233B0A","PEKING GOURMET","102 - 325 MAX BECKER DR","KITCHENER","Food, General","Restaurant"
"33D9EC91-61A8-4E75-B7E6-322A817F0028","MCDONALD'S","416 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"17B377CF-3DE2-4CB7-B230-32D2A47AFB36","DAVID'S FRESH CUT FRIES","36 LANCASTER ST W","KITCHENER","Food, General","Restaurant"
"37F9E950-5791-41C0-85D1-333C6DDE7E32","BUD'S RESTAURANT","219 LOUISA ST","KITCHENER","Food, General","Restaurant"
"EE536B02-DD80-4434-B86F-337C1C1FF1D3","KFC","875 HIGHLAND RD W","KITCHENER","Food, General","Restaurant"
"786903AA-AA68-4A5A-A83E-33CB27698077","SCRAN & DRAM SCOTTISH PUBLIC HOUSE","338 WATERLOO ST","NEW HAMBURG","Food, General","Restaurant"
"9CF23AA9-46DB-43A6-BCC8-33EC71459511","WILLIAMSBURG ARMS","601 - 1187 FISCHER-HALLMAN RD","KITCHENER","Food, General","Restaurant"
"F8745EFD-3D40-4A0A-BE91-3475EAA00943","CHANG'S RESTAURANT","383 ELGIN ST N","CAMBRIDGE","Food, General","Restaurant"
"E0DA4DC9-F54D-4839-B657-349993F3A011","SUBWAY","54 ARTHUR ST S","ELMIRA","Food, General","Restaurant"
"D9113C69-3787-464C-93D1-350AC5AB8F67","WILLIAMS COFFEE PUB","340 FAIRWAY RD S","KITCHENER","Food, General","Restaurant"
"526B5C1D-0671-4343-9AA1-353963D1E1BA","STAMPEDE CORRAL RESTAURANT","1 - 248 STIRLING AVE S","KITCHENER","Food, General","Restaurant"
"0B0655FF-2C70-43BC-B42E-354D79A54D0C","PRIME PITA","851 FISCHER HALLMAN RD","KITCHENER","Food, General","Restaurant"
"594D00CE-03A2-4A0C-A74F-35875F8F99F0","EASY POUR WINE BAR, THE","1660 BLAIR RD","CAMBRIDGE","Food, General","Restaurant"
"7805C4E6-C54A-423C-9B4F-359CF0A803CD","MODERNO BISTRO","2, 3 - 383 ELGIN ST N","CAMBRIDGE","Food, General","Restaurant"
"CE30A5A4-26BB-44C3-A8E3-365D79294023","SMK AFRICAN FOODS INC.","104 - 141 WHITNEY PLC","KITCHENER","Food, General","Restaurant"
"206FC750-AF10-4085-8468-368A009E58B8","TABLE 32 FOODBAR","32 STANLEY ST","AYR","Food, General","Restaurant"
"036D69FA-23FC-42DC-8F11-368BBE5BFB25","FIDDLEHEADS HEALTH AND NUTRITION","3, 4, 5 - 480 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"3ED71DB3-4C7D-4710-980F-36B35D4216F7","FRESHII","6 - 255 KING ST N","WATERLOO","Food, General","Restaurant"
"4B90AE6D-E2E2-417A-94BA-36CA96C8F037","FRANNIE'S","2890 VICTORIA ST N","BRESLAU","Food, General","Restaurant"
"3D294B7B-2360-4B20-8161-36D6D10FDFFA","BARBURRITO FRESH MEXICAN GRILL","B-10 - 1400 OTTAWA ST S","KITCHENER","Food, General","Restaurant"
"F233CB32-228C-4A3D-BCD8-375A9F6C7BB1","ST. PAUL'S COLLEGE - WATSON'S MUG","190 WESTMOUNT RD N","WATERLOO","Food, General","Restaurant"
"3E24337C-CAF5-4458-B70D-376A0CF93968","CHOPAN KABOB","1 - 200 HIGHLAND RD W","KITCHENER","Food, General","Restaurant"
"099ADF14-9FE4-4C46-91AE-3770F5700EA0","WEST SIDE BAR AND GRILL","304 ST ANDREWS ST","Cambridge","Food, General","Restaurant"
"B97F00AB-B6F1-4154-80F2-37908864B8D2","JOSEPH SCHNEIDER HAUS","466 QUEEN ST S","KITCHENER","Food, General","Restaurant"
"88D3292C-2DE8-4ABA-B21D-37E626707F34","JACK ASTOR'S BAR AND GRILL","N15 - 2960 KINGSWAY DR","KITCHENER","Food, General","Restaurant"
"C686245A-B518-44CF-A5ED-37F1D4475C70","ROCK PAPER SCISSORS","181 LESTER  ST","WATERLOO","Food, General","Restaurant"
"3ACA394B-77B0-4557-BE1D-3838EBEAAEAC","BURRITO BOYZ","3 - 258 KING ST N","WATERLOO","Food, General","Restaurant"
"1AD8DF78-8FB4-4A17-B7BF-38982A2D53A1","COCO FRESH TEA AND JUICE","3 - 203 LESTER ST","WATERLOO","Food, General","Restaurant"
"95AA0A37-AA84-4ABB-933A-38C5F6EA79F2","BALZACS COFFEE ROASTERS","F - 256 PHILLIP ST","WATERLOO","Food, General","Restaurant"
"3D964049-BFAE-4CDF-BE71-38E73B94724D","MUCHO BURRITO","A - 220 KING ST","WATERLOO","Food, General","Restaurant"
"04D5B108-5825-47AD-9DC2-399E63B551F4","PYRAMID PIZZA","319 LANCASTER ST W","KITCHENER","Food, General","Restaurant"
"42DD3FBF-1B04-4F61-B947-3A59A39CD9AA","BIG JOHN SUBS","699 BELMONT AVE W","KITCHENER","Food, General","Restaurant"
"458F6B3F-479B-4F44-A525-3A814DD98C25","DOMINO'S","221 HOLIDAY INN DR.","CAMBRIDGE","Food, General","Restaurant"
"C9AD7919-A537-4F78-9CC8-3ACABA082040","CHICOPEE SKI CLUB","396 MORRISON RD","KITCHENER","Food, General","Restaurant"
"9F65A292-B039-47ED-BDE4-3AEB025E6641","TIM HORTONS","350 HESPELER RD","CAMBRIDGE","Food, General","Restaurant"
"72A4E943-1524-4341-9EC8-3B6B667BB0F3","SHAWN'S HOT DOG CART","75 DUNDAS ST N","CAMBRIDGE","Food, General","Restaurant"
"A4B354D4-5199-4B01-AE34-3B7F10DF7857","PITA PIT","655 ERB ST W","WATERLOO","Food, General","Restaurant"
"95F48260-FB51-440F-AEA8-3B86EFC2A4AF","SLICES","300 KING ST W","KITCHENER","Food, General","Restaurant"
"23A24E02-BA14-4878-ABEE-3C4A94170BCC","ALGARVE RESTAURANT","10 - 248 STIRLING AVE S","KITCHENER","Food, General","Restaurant"
"3D955769-D7D5-44F6-BD25-3C4DDC7C9368","WATERLOO TENNIS CLUB","50 YOUNG ST W","WATERLOO","Food, General","Restaurant"
"E06C875E-C8FA-4557-862F-3CC3ED25CD05","CONESTOGA COUNTRY CLUB","400 GOLF COURSE RD","CONESTOGO","Food, General","Restaurant"
"76AC221C-4C83-468D-A243-3CEA4C47ACE7","DOON VALLEY GOLF COURSE","500 DOON VALLEY DR","KITCHENER","Food, General","Restaurant"
"40889B3D-6BE9-44F8-B466-3D05E3EC2454","SAM'S CHINESE KITCHEN","A - 376 VICTORIA ST N","KITCHENER","Food, General","Restaurant"
"2433DBEB-AF45-4A64-A734-3DA2F9874034","LUTHER VILLAGE - VILLAGE SHOPPE AND CAFE","139 FATHER DAVID BAUER DR","WATERLOO","Food, General","Restaurant"
"90204A95-3747-4CAF-9469-3DCCF5A9685B","WILD WING","1 - 321 WEBER ST N","WATERLOO","Food, General","Restaurant"
"77EB0315-9A7F-46F6-8720-3E26A2A5EA1B","COFFEE CULTURE CAFE & EATERY","138 MAIN ST","CAMBRIDGE","Food, General","Restaurant"
"466F04DF-0D2D-41AF-B8BB-3E4016D11CC3","TIM HORTONS","65 UNIVERSITY AVE E","WATERLOO","Food, General","Restaurant"
"87896B2B-453E-4BD6-BF68-3E4169853F42","STARBUCKS COFFEE","247 KING ST N","WATERLOO","Food, General","Restaurant"
"66AB7A37-E497-4ABE-B01D-3E761AFB6E3B","A&W","F1 - 550 KING ST N","WATERLOO","Food, General","Restaurant"
"F86C2AEA-4A83-455B-BA2A-3EB7509ADB83","GINO'S PIZZA","2 - 253 KING ST N","WATERLOO","Food, General","Restaurant"
"E3753F44-77DA-41DB-8224-3F080E9DB07D","MANGO CHUTNEY","15 - 900 JAMIESON PKY","CAMBRIDGE","Food, General","Restaurant"
"7E22F198-D0E5-4FC1-92CE-3F613C01AC0F","RAJA FINE INDIAN CUISINE","725 BELMONT AVE W","KITCHENER","Food, General","Restaurant"
"FF14799A-EF4C-4113-B992-3F843929CB08","B @ THEMUSEUM","10 KING ST W","KITCHENER","Food, General","Restaurant"
"78A2E2B3-F96F-49D4-98B3-401D5A39B28F","UPTOWN JERK","D - 220 KING ST N","WATERLOO","Food, General","Restaurant"
"6ECF610F-A0D1-4105-991E-40604B1937B2","PYRAMID PIZZA","9 - 645 WESTMOUNT RD E","Kitchener","Food, General","Restaurant"
"3889DCB2-332A-4353-BC06-40657BB13B85","TIM HORTONS","670 FAIRWAY RD S","KITCHENER","Food, General","Restaurant"
"3F4689EA-3CBA-44B4-A548-40BC0F3D4422","I NOODLES/O' MY BAKERY","A - 256 PHILLIP ST","WATERLOO","Food, General","Restaurant"
"E77BBD14-4380-4A64-95C9-40E330FF1E7C","CHINESE LAMAIN","1 - 203 LESTER ST","WATERLOO","Food, General","Restaurant"
"10E459E2-F8C3-407E-BF0A-40FB2D60B402","SIMPLY GREEK","7 - 36 NORTHFIELD DR","WATERLOO","Food, General","Restaurant"
"AFB61477-2E7A-435A-91F2-416A3C5EA99A","OMZZ BURGERZ","8 - 960 KING ST E","Cambridge","Food, General","Restaurant"
"3CF0CD1B-BF25-4A38-A0FC-41C33872B851","UW - TIM HORTONS (DC)","200 UNIVERSITY AVE W","WATERLOO","Food, General","Restaurant"
"1EF5A149-7A75-4ED0-BA50-41E30887246C","TIM HORTONS","900 JAMIESON PKY","CAMBRIDGE","Food, General","Restaurant"
"96CDA225-635B-4962-9B42-420A03816B1B","PHO BISTRO KITCHEN","C - 4281 KING ST EST E","KITCHENER","Food, General","Restaurant"
